champion,Summoner_name,win,assists,spell1,spell2,totalDamageDealt,goldEarned,champLevel,deaths,firstBloodKill,firstTowerKill,individualPosition,kills,physicalDamageDealt,magicDamageDealt,trueDamageDealt,wardsPlaced,matchId,gameDuration
Pyke,Lord0fVoid,1,10,SummonerFlash,SummonerDot,28239,9735,13,1,0,0,UTILITY,8,19735,0,8504,26,EUW1_6247884755,1514
Camille,Loy C,0,3,SummonerTeleport,SummonerDot,55016,6081,12,4,0,0,TOP,1,38144,520,16350,6,EUW1_6247842971,1257
Mordekaiser,Amico Mio,0,3,SummonerSmite,SummonerHaste,135004,7265,11,4,0,0,JUNGLE,3,20010,85463,29530,1,EUW1_6247842971,1257
Ryze,Kim Jong Gandih,0,1,SummonerFlash,SummonerTeleport,93398,6963,12,3,0,0,MIDDLE,2,9096,80606,3695,6,EUW1_6247842971,1257
MissFortune,GatlingGirl,0,4,SummonerHeal,SummonerFlash,43144,8160,9,8,0,0,BOTTOM,8,38919,3724,501,7,EUW1_6247842971,1257
Braum,Pyke Nyke,0,8,SummonerExhaust,SummonerFlash,12420,5766,9,9,0,0,UTILITY,2,3679,4570,4171,14,EUW1_6247842971,1257
Gangplank,Oliverboje,1,2,SummonerFlash,SummonerTeleport,125244,10694,14,2,0,0,TOP,3,110559,2480,12205,7,EUW1_6247842971,1257
Warwick,Tazh,1,5,SummonerSmite,SummonerFlash,116340,7122,11,2,0,0,JUNGLE,1,64789,30297,21254,7,EUW1_6247842971,1257
Viktor,ItsMeOrNo ,1,5,SummonerTeleport,SummonerFlash,107761,10192,13,0,0,0,MIDDLE,3,12374,94816,570,6,EUW1_6247842971,1257
Samira,flourishhhh,1,2,SummonerFlash,SummonerExhaust,152056,15795,12,4,1,0,BOTTOM,21,134373,13923,3759,0,EUW1_6247842971,1257
Nautilus,Winanarveagg,1,24,SummonerFlash,SummonerDot,13549,7312,11,8,0,0,UTILITY,0,4044,5511,3994,10,EUW1_6247842971,1257
DrMundo,Seebiii,1,0,SummonerFlash,SummonerHaste,843,644,1,0,0,0,TOP,0,451,392,0,0,EUW1_6247827969,142
Sylas,Cappuccino Show,1,0,SummonerFlash,SummonerSmite,4433,745,2,0,0,0,JUNGLE,0,1205,1539,1688,0,EUW1_6247827969,142
Teemo,TeemoLoveKriffen,1,0,SummonerFlash,SummonerDot,1985,706,2,0,0,0,MIDDLE,0,1290,695,0,0,EUW1_6247827969,142
Caitlyn,Golden Vastaya,1,1,SummonerHeal,SummonerFlash,2051,791,1,0,0,0,BOTTOM,0,2051,0,0,0,EUW1_6247827969,142
Lux,iKuro,1,0,SummonerFlash,SummonerDot,1118,1073,1,0,1,0,UTILITY,1,386,690,42,1,EUW1_6247827969,142
MonkeyKing,UnDecimo Sushi,0,0,SummonerDot,SummonerFlash,1624,665,2,0,0,0,TOP,0,940,684,0,0,EUW1_6247827969,142
Nocturne,Amico Mio,0,0,SummonerSmite,SummonerFlash,0,567,1,0,0,0,Invalid,0,0,0,0,0,EUW1_6247827969,142
Karma,Kim Jong Gandih,0,0,SummonerFlash,SummonerBarrier,2319,699,2,0,0,0,MIDDLE,0,959,1359,0,0,EUW1_6247827969,142
Vayne,TUSHY RAW,0,0,SummonerHeal,SummonerFlash,1865,665,1,1,0,0,BOTTOM,0,1865,0,0,0,EUW1_6247827969,142
Nautilus,BAD BUNNY Q8,0,0,SummonerFlash,SummonerDot,640,594,1,0,0,0,UTILITY,0,339,107,193,1,EUW1_6247827969,142
Fiora,Hi im GabrielLee,0,7,SummonerDot,SummonerFlash,195912,12314,17,9,1,0,TOP,4,161895,6866,27151,8,EUW1_6244925605,2138
Shaco,zbosssplay,0,7,SummonerSmite,SummonerDot,196783,13912,16,12,0,0,JUNGLE,10,109736,41283,45764,1,EUW1_6244925605,2138
Brand,Alphamarre,0,10,SummonerDot,SummonerFlash,156765,12861,16,12,0,0,MIDDLE,7,13744,138902,4118,8,EUW1_6244925605,2138
Jhin,Agree,0,7,SummonerFlash,SummonerHeal,252001,16302,17,8,0,0,BOTTOM,11,226890,24045,1065,11,EUW1_6244925605,2138
Soraka,MrsSword,0,11,SummonerBarrier,SummonerFlash,29971,7737,14,6,0,0,UTILITY,1,2994,26747,230,28,EUW1_6244925605,2138
Darius,GringoRapido,1,8,SummonerFlash,SummonerDot,167498,14413,18,6,0,0,TOP,7,159003,1017,7477,10,EUW1_6244925605,2138
XinZhao,Amico Mio,1,17,SummonerSmite,SummonerFlash,270898,16940,17,9,0,0,JUNGLE,16,216212,13685,41000,1,EUW1_6244925605,2138
Viktor,Kim Jong Gandih,1,10,SummonerFlash,SummonerBarrier,200366,13608,18,10,0,0,MIDDLE,7,11804,184976,3584,8,EUW1_6244925605,2138
Caitlyn,BabanınOgluKemal,1,10,SummonerFlash,SummonerExhaust,217534,17413,18,7,0,0,BOTTOM,11,210263,2873,4397,8,EUW1_6244925605,2138
Karma,PhoenixGame,1,20,SummonerFlash,SummonerDot,68745,11947,16,1,0,1,UTILITY,6,4029,62906,1809,25,EUW1_6244925605,2138
KSante,Yankeez,0,0,SummonerFlash,SummonerTeleport,108698,9157,13,5,0,0,TOP,5,105414,1865,1419,6,EUW1_6244845400,1557
Evelynn,ψ δεηφ ψ,0,6,SummonerSmite,SummonerFlash,88966,7172,11,11,0,0,JUNGLE,3,8419,59172,21374,6,EUW1_6244845400,1557
Ziggs,Tieums93,0,4,SummonerFlash,SummonerTeleport,119006,9719,13,9,0,1,MIDDLE,5,8695,105310,5000,7,EUW1_6244845400,1557
Varus,LE ZBOUB,0,6,SummonerHeal,SummonerFlash,69705,8216,11,10,0,0,BOTTOM,3,39927,29365,412,3,EUW1_6244845400,1557
Zilean,Tryflardeurmax,0,8,SummonerDot,SummonerFlash,38897,7876,11,8,0,0,UTILITY,4,2347,35501,1048,16,EUW1_6244845400,1557
Singed,Śweet Chin Music,1,14,SummonerHaste,SummonerFlash,149162,10672,15,3,0,0,TOP,4,7173,139605,2385,5,EUW1_6244845400,1557
Ekko,WestŚide,1,9,SummonerFlash,SummonerSmite,200502,13674,14,1,0,0,JUNGLE,15,28809,130367,41326,2,EUW1_6244845400,1557
Kassadin,Aïsen,1,6,SummonerFlash,SummonerTeleport,113401,13172,16,2,0,0,MIDDLE,16,18840,87277,7283,7,EUW1_6244845400,1557
Draven,Kim Jong Gandih,1,12,SummonerFlash,SummonerExhaust,88195,9717,12,10,1,0,BOTTOM,4,83436,3154,1604,5,EUW1_6244845400,1557
Lulu,Amico Mio,1,25,SummonerDot,SummonerFlash,30727,8801,13,4,0,0,UTILITY,4,8346,20647,1733,13,EUW1_6244845400,1557
Fiora,wllhcpsmoi,1,10,SummonerFlash,SummonerTeleport,239272,14013,18,9,0,0,TOP,3,186592,3519,49160,11,EUW1_6244763029,2445
Viego,JimmyGap,1,13,SummonerFlash,SummonerSmite,279708,14452,18,9,0,0,JUNGLE,2,210448,13835,55423,12,EUW1_6244763029,2445
Veigar,MissefSone,1,10,SummonerDot,SummonerFlash,235162,15787,18,7,0,0,MIDDLE,11,12272,221036,1853,10,EUW1_6244763029,2445
Jhin,Cheedo,1,11,SummonerFlash,SummonerHeal,290964,19427,18,5,0,0,BOTTOM,14,274377,13917,2668,12,EUW1_6244763029,2445
Blitzcrank,Ton Vrai Papa,1,25,SummonerFlash,SummonerExhaust,52485,11686,16,1,0,0,UTILITY,4,12800,33518,6165,28,EUW1_6244763029,2445
Shen,quıet day to die,0,14,SummonerTeleport,SummonerFlash,120578,11867,18,3,0,0,TOP,2,49427,65359,5791,12,EUW1_6244763029,2445
Nidalee,FR0MTHEHEART555,0,10,SummonerFlash,SummonerSmite,318268,13893,18,10,0,0,JUNGLE,4,34969,236838,46460,2,EUW1_6244763029,2445
Akshan,qpc scuad,0,3,SummonerDot,SummonerFlash,237588,18628,18,6,0,0,MIDDLE,15,198607,23313,15668,15,EUW1_6244763029,2445
Kaisa,Kim Jong Gandih,0,6,SummonerFlash,SummonerExhaust,287122,16661,16,6,1,0,BOTTOM,9,240476,26270,20376,8,EUW1_6244763029,2445
Taric,Amico Mio,0,16,SummonerDot,SummonerFlash,60882,10281,15,9,0,0,UTILITY,1,18634,32417,9831,18,EUW1_6244763029,2445
Gwen,Canis man,0,2,SummonerDot,SummonerTeleport,64119,5597,11,9,0,0,TOP,1,14266,28797,21054,7,EUW1_6244028439,1339
Warwick,mares11,0,5,SummonerFlash,SummonerSmite,106237,7738,11,6,0,0,JUNGLE,5,56782,31374,18079,6,EUW1_6244028439,1339
Irelia,whey midlane acc,0,1,SummonerFlash,SummonerDot,73577,7654,12,5,0,0,MIDDLE,3,65137,8226,214,6,EUW1_6244028439,1339
Vayne,fandemorgan,0,4,SummonerFlash,SummonerHeal,97804,9472,12,4,0,0,BOTTOM,6,75851,0,21952,4,EUW1_6244028439,1339
Pyke,amir1011,0,4,SummonerFlash,SummonerDot,15218,5357,9,10,0,0,UTILITY,2,9895,0,5323,11,EUW1_6244028439,1339
Fiora,Onnerdar,1,4,SummonerFlash,SummonerDot,98700,9960,14,6,0,0,TOP,8,84902,2722,11075,5,EUW1_6244028439,1339
Hecarim,αde,1,12,SummonerSmite,SummonerHaste,171034,9369,13,2,0,0,JUNGLE,3,120820,11291,38922,7,EUW1_6244028439,1339
Kassadin,Rin Tohśaka,1,7,SummonerDot,SummonerFlash,99678,11752,15,1,0,0,MIDDLE,13,14404,83475,1798,7,EUW1_6244028439,1339
Caitlyn,Kim Jong Gandih,1,3,SummonerFlash,SummonerExhaust,100373,11174,12,4,1,0,BOTTOM,9,92152,1994,6225,6,EUW1_6244028439,1339
Taric,Amico Mio,1,14,SummonerDot,SummonerFlash,27215,6764,11,4,0,0,UTILITY,1,9397,10033,7783,10,EUW1_6244028439,1339
Jayce,NJAKA,1,11,SummonerFlash,SummonerTeleport,139149,13394,16,3,0,0,MIDDLE,15,120294,16252,2603,7,EUW1_6243974261,1627
Diana,Pabuk Tykiai,1,8,SummonerFlash,SummonerSmite,251901,15723,16,3,0,1,JUNGLE,12,40697,174500,36703,2,EUW1_6243974261,1627
Pantheon,Ζγzz,1,7,SummonerFlash,SummonerDot,99715,9589,15,6,0,0,TOP,7,86386,3225,10104,9,EUW1_6243974261,1627
Karma,Kim Jong Gandih,1,23,SummonerFlash,SummonerExhaust,81077,9604,15,7,0,0,BOTTOM,5,10189,70887,0,6,EUW1_6243974261,1627
Seraphine,Amico Mio,1,23,SummonerDot,SummonerFlash,56649,8784,14,8,0,0,UTILITY,3,7499,45485,3664,11,EUW1_6243974261,1627
Vladimir,Partuxd,0,3,SummonerTeleport,SummonerFlash,90492,8487,14,9,0,0,TOP,2,15627,74865,0,6,EUW1_6243974261,1627
Elise,twitch kikasgod,0,5,SummonerFlash,SummonerSmite,113217,7905,12,9,0,0,JUNGLE,3,20234,66129,26853,8,EUW1_6243974261,1627
Irelia,VLB Massaro,0,2,SummonerFlash,SummonerDot,142939,10685,15,11,0,0,MIDDLE,5,118107,16594,8238,7,EUW1_6243974261,1627
Jhin,Jhin The Lotus,0,5,SummonerFlash,SummonerExhaust,126826,12275,13,4,0,0,BOTTOM,12,112778,13555,492,9,EUW1_6243974261,1627
Swain,RaumIstMeinToy,0,9,SummonerFlash,SummonerDot,62055,8575,11,10,1,0,UTILITY,5,5131,55818,1104,18,EUW1_6243974261,1627
Yorick,Canis man,1,19,SummonerFlash,SummonerTeleport,236687,16392,18,9,0,0,TOP,4,178924,43046,14717,15,EUW1_6243892621,2313
Kayn,I am broKAYN,1,14,SummonerFlash,SummonerSmite,305886,16685,18,11,0,0,JUNGLE,8,258591,848,46445,0,EUW1_6243892621,2313
Vladimir,ƒlash 4th Shôt,1,21,SummonerHaste,SummonerFlash,235369,16877,18,7,0,0,MIDDLE,11,13931,220689,748,15,EUW1_6243892621,2313
Samira,Bxnkey,1,13,SummonerFlash,SummonerBoost,339505,24719,18,11,0,0,BOTTOM,24,262711,25510,51283,16,EUW1_6243892621,2313
Leona,amir1011,1,29,SummonerFlash,SummonerDot,45003,11963,17,12,1,0,UTILITY,5,12178,23406,9418,18,EUW1_6243892621,2313
Urgot,Tjuger,0,10,SummonerFlash,SummonerDot,281336,18795,18,11,0,1,TOP,13,264871,2714,13750,14,EUW1_6243892621,2313
Zac,NicoGtheFirst,0,26,SummonerFlash,SummonerSmite,224313,14277,18,6,0,0,JUNGLE,5,25964,156974,41375,13,EUW1_6243892621,2313
Cassiopeia,01Tetsu,0,16,SummonerFlash,SummonerTeleport,238251,18783,18,10,0,0,MIDDLE,17,13075,220892,4283,15,EUW1_6243892621,2313
Kaisa,Kim Jong Gandih,0,13,SummonerFlash,SummonerExhaust,208509,17074,17,12,0,0,BOTTOM,11,153991,40705,13813,9,EUW1_6243892621,2313
Alistar,Amico Mio,0,31,SummonerDot,SummonerFlash,43040,11647,17,13,0,0,UTILITY,4,6768,29298,6972,11,EUW1_6243892621,2313
KSante,JuiceVie,1,13,SummonerTeleport,SummonerFlash,94761,11028,15,5,0,0,TOP,3,81264,10390,3105,12,EUW1_6243820958,1780
Shyvana,Call Me Zeus 0o0,1,9,SummonerSmite,SummonerFlash,256839,12284,16,1,0,1,JUNGLE,2,66483,140797,49558,14,EUW1_6243820958,1780
Yasuo,Grrrr paw,1,8,SummonerFlash,SummonerDot,175294,14407,16,4,0,0,MIDDLE,14,167035,6669,1589,9,EUW1_6243820958,1780
Jhin,Kim Jong Gandih,1,6,SummonerFlash,SummonerExhaust,141248,13134,15,2,0,0,BOTTOM,7,127998,12452,798,7,EUW1_6243820958,1780
Brand,Amico Mio,1,7,SummonerDot,SummonerFlash,84851,10037,14,5,0,0,UTILITY,4,7422,76242,1185,14,EUW1_6243820958,1780
Mordekaiser,K3vin90210,0,3,SummonerFlash,SummonerTeleport,99827,9987,13,10,0,0,TOP,4,13920,83972,1934,11,EUW1_6243820958,1780
Nocturne,fyero,0,5,SummonerSmite,SummonerFlash,149922,9833,13,7,0,0,JUNGLE,5,124743,2486,22692,3,EUW1_6243820958,1780
Gangplank,Roronoa Zorό,0,3,SummonerFlash,SummonerTeleport,203650,13231,15,6,1,0,MIDDLE,5,179838,8698,15113,9,EUW1_6243820958,1780
Ezreal,Val0r4,0,2,SummonerHeal,SummonerFlash,127146,8401,13,2,0,0,BOTTOM,2,99284,19687,8174,9,EUW1_6243820958,1780
Lulu,Aahlithe,0,9,SummonerFlash,SummonerDot,19951,6756,13,5,0,0,UTILITY,1,2707,13748,3496,18,EUW1_6243820958,1780
Yasuo,KYR4,0,8,SummonerDot,SummonerFlash,197456,12734,18,11,0,0,TOP,5,186886,8893,1676,8,EUW1_6237491919,2111
Warwick,PiritoSpazial3,0,6,SummonerFlash,SummonerSmite,232777,13605,17,8,1,1,JUNGLE,9,131524,58610,42642,4,EUW1_6237491919,2111
Akali,Beunto,0,3,SummonerTeleport,SummonerDot,182505,17625,18,8,0,0,MIDDLE,21,17282,155302,9921,11,EUW1_6237491919,2111
Zeri,ßªrney Stinsºn,0,3,SummonerHeal,SummonerFlash,234819,14597,17,7,0,0,BOTTOM,8,156536,29450,48833,4,EUW1_6237491919,2111
Thresh,Kim Jong Gandih,0,18,SummonerFlash,SummonerDot,29715,8865,15,8,0,0,UTILITY,0,7899,15429,6386,35,EUW1_6237491919,2111
Quinn,lWhisl ,1,12,SummonerFlash,SummonerDot,247022,17334,18,10,0,0,TOP,10,239916,5931,1175,14,EUW1_6237491919,2111
Vi,p1con fangirl,1,7,SummonerFlash,SummonerSmite,269173,17377,17,10,0,0,JUNGLE,16,232232,0,36941,3,EUW1_6237491919,2111
Kassadin,Black Wolve,1,7,SummonerTeleport,SummonerFlash,136993,12562,18,9,0,0,MIDDLE,7,27074,109717,201,13,EUW1_6237491919,2111
Ezreal,LiL FKD,1,11,SummonerHeal,SummonerFlash,161536,13652,16,6,0,0,BOTTOM,6,135394,24173,1968,11,EUW1_6237491919,2111
Velkoz,13Socrates13,1,13,SummonerDot,SummonerFlash,83893,10978,16,8,0,0,UTILITY,3,2134,72955,8803,29,EUW1_6237491919,2111
Akali,Kim Jong Gandih,1,2,SummonerFlash,SummonerDot,115641,12918,16,5,1,0,MIDDLE,16,17713,87833,10094,6,EUW1_6234483226,1786
Sejuani,Zerovskij,1,14,SummonerFlash,SummonerSmite,146824,11299,15,5,0,0,JUNGLE,5,76403,38385,32035,9,EUW1_6234483226,1786
Kaisa,Amico Mio,1,7,SummonerHeal,SummonerFlash,189002,15183,15,9,0,0,BOTTOM,13,156516,21518,10968,1,EUW1_6234483226,1786
Thresh,Ale866,1,20,SummonerExhaust,SummonerFlash,24594,8879,14,4,0,0,UTILITY,3,5220,15861,3513,16,EUW1_6234483226,1786
Kayle,Peppe2502,1,7,SummonerTeleport,SummonerFlash,228835,12047,17,3,0,0,TOP,3,60452,156844,11539,5,EUW1_6234483226,1786
Leona,Dghayma,0,11,SummonerFlash,SummonerDot,25742,6817,13,11,0,0,UTILITY,1,7190,6652,11898,20,EUW1_6234483226,1786
Ezreal,Jghayma,0,6,SummonerFlash,SummonerHeal,116278,12623,14,5,0,0,BOTTOM,7,97174,17164,1938,9,EUW1_6234483226,1786
Graves,Zeyeus,0,5,SummonerFlash,SummonerTeleport,167580,13267,16,5,0,0,TOP,7,161073,2072,4434,13,EUW1_6234483226,1786
Vi,Ch9ayma,0,6,SummonerSmite,SummonerFlash,158774,11654,14,9,0,0,JUNGLE,7,132391,135,26246,6,EUW1_6234483226,1786
Talon,I LUV UU,0,5,SummonerFlash,SummonerDot,134386,9513,16,10,0,0,MIDDLE,4,118991,295,15100,3,EUW1_6234483226,1786
Nasus,GiqueMa,1,8,SummonerTeleport,SummonerFlash,118404,10747,14,5,0,0,TOP,4,97885,20210,308,5,EUW1_6234423522,1547
Jax,BurakKing09,1,6,SummonerFlash,SummonerSmite,116035,8464,14,5,0,0,JUNGLE,2,39118,54977,21939,6,EUW1_6234423522,1547
Fizz,Cruncheuranch,1,7,SummonerFlash,SummonerDot,181707,19439,16,4,1,1,MIDDLE,28,21704,155321,4682,8,EUW1_6234423522,1547
Zeri,didoka,1,11,SummonerHeal,SummonerFlash,90267,9736,13,4,0,0,BOTTOM,4,59232,16276,14759,2,EUW1_6234423522,1547
Rakan,Owershym,1,17,SummonerExhaust,SummonerFlash,31032,7924,12,5,0,0,UTILITY,2,7683,14422,8926,24,EUW1_6234423522,1547
KSante,Zerovskij,0,9,SummonerFlash,SummonerTeleport,69498,8552,14,7,0,0,TOP,6,61405,4899,3194,7,EUW1_6234423522,1547
AurelionSol,Peppe2502,0,8,SummonerDot,SummonerFlash,91595,9344,14,12,0,0,MIDDLE,6,3906,85856,1832,2,EUW1_6234423522,1547
Shaco,Kim Jong Gandih,0,8,SummonerDot,SummonerSmite,132347,10830,14,7,0,0,JUNGLE,8,70660,31660,30026,0,EUW1_6234423522,1547
Jhin,Amico Mio,0,6,SummonerHeal,SummonerFlash,108217,8720,13,8,0,0,BOTTOM,3,92024,11931,4261,0,EUW1_6234423522,1547
Thresh,Ale866,0,7,SummonerExhaust,SummonerFlash,15281,5283,11,6,0,0,UTILITY,0,3587,6394,5299,8,EUW1_6234423522,1547
Vladimir,Zerovskij,0,1,SummonerFlash,SummonerTeleport,159060,9919,15,6,0,0,TOP,2,21556,134783,2720,10,EUW1_6234331446,1763
Rumble,Peppe2502,0,8,SummonerSmite,SummonerFlash,206179,11187,14,8,0,0,JUNGLE,5,23372,152537,30271,3,EUW1_6234331446,1763
Ezreal,Kim Jong Gandih,0,6,SummonerFlash,SummonerBarrier,131835,12707,16,4,0,0,MIDDLE,9,77359,45285,9191,5,EUW1_6234331446,1763
Zeri,Amico Mio,0,8,SummonerHaste,SummonerFlash,160755,10258,14,12,0,0,BOTTOM,3,114019,20136,26599,7,EUW1_6234331446,1763
Blitzcrank,ErrGeGiu,0,7,SummonerDot,SummonerFlash,30799,8068,13,12,0,0,UTILITY,3,6766,17014,7018,14,EUW1_6234331446,1763
Yorick,Brolox,1,5,SummonerFlash,SummonerTeleport,191076,13114,17,0,0,0,TOP,2,139274,45770,6032,9,EUW1_6234331446,1763
Sylas,tenma20,1,14,SummonerFlash,SummonerSmite,256867,15039,17,8,0,0,JUNGLE,12,11900,183649,61317,9,EUW1_6234331446,1763
Veigar,IoPoT,1,9,SummonerFlash,SummonerBarrier,154862,11252,15,5,0,0,MIDDLE,5,11710,142927,225,13,EUW1_6234331446,1763
Ashe,Ezeq,1,10,SummonerFlash,SummonerHeal,132747,15366,15,4,1,1,BOTTOM,20,120714,3015,9017,8,EUW1_6234331446,1763
Rell,Sparks20,1,22,SummonerFlash,SummonerDot,26311,9424,14,6,0,0,UTILITY,3,5125,14509,6676,28,EUW1_6234331446,1763
Yasuo,Juxulape,1,16,SummonerDot,SummonerFlash,162455,13110,15,8,0,0,TOP,7,145328,7660,9466,9,EUW1_6233875035,1960
Hecarim,Títo,1,7,SummonerHaste,SummonerSmite,285732,14524,17,6,0,0,JUNGLE,11,230795,23392,31543,0,EUW1_6233875035,1960
Yone,yonelover99,1,8,SummonerDot,SummonerFlash,218510,15973,17,2,0,0,MIDDLE,14,169412,27654,21443,12,EUW1_6233875035,1960
Ziggs,Keeper Calle,1,14,SummonerFlash,SummonerExhaust,148367,12328,15,7,0,1,BOTTOM,7,9964,127096,11306,10,EUW1_6233875035,1960
Zilean,TheBelgeMonster,1,26,SummonerFlash,SummonerDot,34009,10106,16,1,0,0,UTILITY,3,3092,26724,4192,30,EUW1_6233875035,1960
Katarina,Shushei Tulkas,0,6,SummonerFlash,SummonerDot,127842,12553,15,8,0,0,MIDDLE,8,29507,95049,3285,10,EUW1_6233875035,1960
Kayn,Lektaar,0,7,SummonerFlash,SummonerSmite,257676,12945,16,7,0,0,JUNGLE,5,220128,0,37547,2,EUW1_6233875035,1960
Gragas,Kim Jong Gandih,0,10,SummonerFlash,SummonerTeleport,147368,11167,16,10,0,0,TOP,4,14350,129667,3350,11,EUW1_6233875035,1960
Caitlyn,Jojothegoat,0,5,SummonerFlash,SummonerHeal,161833,11498,16,5,0,0,BOTTOM,5,152265,1736,7831,9,EUW1_6233875035,1960
Seraphine,Amico Mio,0,11,SummonerDot,SummonerFlash,105360,10024,14,12,1,0,UTILITY,2,10398,93500,1462,14,EUW1_6233875035,1960
Sion,Kim Jong Gandih,1,15,SummonerFlash,SummonerTeleport,178539,14467,17,10,0,0,TOP,8,123158,48452,6927,10,EUW1_6233784279,1967
Sylas,positivismaug,1,10,SummonerSmite,SummonerFlash,234908,16519,17,14,0,0,JUNGLE,19,9283,181090,44534,11,EUW1_6233784279,1967
Viktor,doritosyummy,1,18,SummonerTeleport,SummonerFlash,193876,16826,18,8,0,0,MIDDLE,13,14762,174480,4633,10,EUW1_6233784279,1967
Vayne,3STEP Aircraft,1,16,SummonerBoost,SummonerFlash,160482,15466,17,5,0,0,BOTTOM,11,115469,2056,42956,12,EUW1_6233784279,1967
Karma,Amico Mio,1,27,SummonerDot,SummonerFlash,64113,13280,15,9,0,0,UTILITY,10,9446,47361,7304,15,EUW1_6233784279,1967
Tryndamere,DoreenfRrH,0,9,SummonerFlash,SummonerHaste,323426,18949,18,7,1,0,TOP,14,307967,0,15459,5,EUW1_6233784279,1967
Zac,Tieletieno,0,16,SummonerFlash,SummonerSmite,144923,12447,15,18,0,0,JUNGLE,8,13682,102730,28509,2,EUW1_6233784279,1967
TwistedFate,Roffel,0,11,SummonerFlash,SummonerTeleport,131970,14803,16,16,0,0,MIDDLE,11,9258,120605,2106,6,EUW1_6233784279,1967
Ezreal,Madara Bijuu,0,11,SummonerFlash,SummonerExhaust,144870,12702,15,11,0,0,BOTTOM,7,128265,15329,1276,11,EUW1_6233784279,1967
Rakan,Hanetrike,0,12,SummonerFlash,SummonerDot,32803,9462,14,9,0,0,UTILITY,6,7024,18113,7665,19,EUW1_6233784279,1967
Volibear,Zerovskij,0,10,SummonerFlash,SummonerTeleport,80660,9397,15,7,1,0,TOP,5,36582,43137,940,10,EUW1_6210111743,1699
Fiddlesticks,Amico Mio,0,10,SummonerSmite,SummonerFlash,165865,9959,13,10,0,0,JUNGLE,2,8548,125632,31685,0,EUW1_6210111743,1699
Vex,Peppe2502,0,7,SummonerDot,SummonerFlash,107015,10688,14,9,0,0,MIDDLE,7,6845,97124,3045,5,EUW1_6210111743,1699
TwistedFate,Kim Jong Gandih,0,8,SummonerFlash,SummonerHeal,120120,12424,14,10,0,0,BOTTOM,9,13423,103748,2949,7,EUW1_6210111743,1699
Ashe,Ale866,0,13,SummonerDot,SummonerFlash,32287,8947,13,13,0,0,UTILITY,5,15808,13184,3294,21,EUW1_6210111743,1699
Fiora,Kaitarο,1,7,SummonerFlash,SummonerTeleport,98247,10809,15,8,0,0,TOP,7,85919,2510,9817,9,EUW1_6210111743,1699
Ekko,yung alphaz x,1,11,SummonerSmite,SummonerFlash,183234,12295,15,6,0,0,JUNGLE,8,26139,115743,41351,5,EUW1_6210111743,1699
Kaisa,Marklayson,1,7,SummonerHeal,SummonerFlash,161096,12442,15,5,0,0,BOTTOM,5,129541,23203,8351,10,EUW1_6210111743,1699
Zed,Apppa,1,9,SummonerDot,SummonerFlash,129958,15974,16,4,0,1,MIDDLE,20,116414,8110,5433,3,EUW1_6210111743,1699
Seraphine,kamel dboss,1,23,SummonerDot,SummonerFlash,76284,11818,15,5,0,0,UTILITY,9,8268,64307,3708,14,EUW1_6210111743,1699
DrMundo,Xxnino779xX,0,9,SummonerHaste,SummonerTeleport,141020,11495,16,8,0,1,TOP,2,92974,48042,3,12,EUW1_6204493188,1891
Hecarim,LiteralBeehive,0,4,SummonerSmite,SummonerFlash,381218,20642,18,7,0,0,JUNGLE,26,321495,20036,39687,3,EUW1_6204493188,1891
Varus,iluzions optik14,0,0,SummonerFlash,SummonerExhaust,37108,6523,10,2,0,0,MIDDLE,1,30089,7019,0,5,EUW1_6204493188,1891
Jhin,BeppoVoSchwahitt,0,6,SummonerFlash,SummonerHeal,127760,12030,15,9,0,0,BOTTOM,4,119341,6782,1636,3,EUW1_6204493188,1891
Ashe,scheimTratza,0,10,SummonerFlash,SummonerExhaust,35764,7672,14,7,0,0,UTILITY,2,25314,10004,445,21,EUW1_6204493188,1891
Quinn,Fnatic ADCarry,1,2,SummonerDot,SummonerFlash,200093,20492,18,6,1,0,TOP,22,181737,1047,17309,14,EUW1_6204493188,1891
Rengar,QraSheRcL,1,6,SummonerFlash,SummonerSmite,215699,10224,15,10,0,0,JUNGLE,3,139817,34000,41880,8,EUW1_6204493188,1891
Ekko,Baltondo,1,7,SummonerDot,SummonerFlash,129595,11152,16,6,0,0,MIDDLE,4,20130,108347,1118,8,EUW1_6204493188,1891
Karma,Kim Jong Gandih,1,8,SummonerFlash,SummonerExhaust,114370,10653,15,5,0,0,BOTTOM,4,16401,94616,3352,6,EUW1_6204493188,1891
Soraka,Ale866,1,12,SummonerBarrier,SummonerFlash,17184,7627,14,8,0,0,UTILITY,0,4638,12544,2,12,EUW1_6204493188,1891
Mordekaiser,WalkingJokerC,0,7,SummonerFlash,SummonerDot,142210,11070,16,8,0,0,TOP,6,21760,99731,20718,8,EUW1_6203204172,1773
Graves,syyyjy,0,4,SummonerSmite,SummonerFlash,199710,14781,15,8,0,0,JUNGLE,12,171006,894,27809,14,EUW1_6203204172,1773
Zed,rank 1 or feed,0,5,SummonerFlash,SummonerDot,115546,10896,15,7,0,0,MIDDLE,5,106250,7970,1326,6,EUW1_6203204172,1773
Zilean,Kim Jong Gandih,0,8,SummonerFlash,SummonerExhaust,106485,8108,15,6,0,0,BOTTOM,2,7075,98726,683,8,EUW1_6203204172,1773
Nasus,Ale866,0,4,SummonerDot,SummonerFlash,46637,6984,12,8,0,0,UTILITY,0,9138,35053,2445,15,EUW1_6203204172,1773
